route_id,bus_id,stop_sequence,day_of_week,hour_of_day,is_weekend,is_rush_hour,current_speed_kmph,distance_to_next_stop_m,historical_avg_delay_min,weather,dwell_time_sec,actual_eta_min
R02,BUS014,2,4,7,0,0,29.0,1247.9,0.58,0,40.1,2.68
R02,BUS022,9,4,9,0,1,9.8,2534.0,5.47,0,79.8,18.52
R05,BUS006,11,1,19,0,1,13.0,3454.8,4.6,0,72.2,18.62
R05,BUS011,10,0,7,0,0,16.9,1045.3,1.82,0,48.8,5.18
R04,BUS018,3,3,13,0,0,19.7,2501.6,1.5,1,36.2,9.68
R06,BUS021,3,4,22,0,0,22.4,1872.1,1.88,1,29.7,7.81
R02,BUS008,1,1,21,0,0,26.6,1162.2,1.67,1,35.0,3.64
R01,BUS014,5,2,12,0,0,19.1,1682.7,1.25,1,78.3,6.87
R06,BUS002,8,0,16,0,0,17.7,556.9,1.51,2,5.0,4.75
R02,BUS018,1,6,16,1,0,23.6,2656.3,2.16,1,42.1,8.31
R05,BUS019,2,4,7,0,0,23.7,1478.1,3.5,0,33.6,5.02
R02,BUS013,10,4,17,0,1,12.3,503.3,5.84,0,58.9,4.6
R01,BUS019,8,6,13,1,0,27.9,1976.0,2.67,0,41.6,4.71
R05,BUS005,11,6,15,1,0,24.9,1630.9,2.23,0,45.0,6.18
R02,BUS007,12,1,16,0,0,25.5,1107.2,2.77,0,43.2,3.43
R02,BUS001,6,2,8,0,1,9.1,3050.0,4.57,1,45.1,22.51
R05,BUS006,12,1,8,0,1,20.1,266.9,5.92,0,48.0,2.4
R03,BUS011,2,2,7,0,0,23.6,3189.4,0.17,0,52.7,7.98
R02,BUS018,3,4,6,0,0,23.2,1367.9,0.6,0,28.4,3.03
R06,BUS011,3,0,8,0,1,16.8,2642.5,4.93,0,99.6,10.57
R06,BUS009,5,3,12,0,0,23.0,3190.1,0.66,0,21.2,8.91
R01,BUS009,7,6,19,1,0,29.0,1908.9,2.24,1,40.9,7.43
R03,BUS015,10,2,7,0,0,24.4,2430.4,1.23,0,52.0,6.41
R06,BUS020,10,4,19,0,1,14.6,3154.8,4.69,0,63.2,15.57
R01,BUS006,7,2,16,0,0,26.2,1100.6,2.02,1,13.4,4.46
R04,BUS012,11,5,14,1,0,29.0,2495.6,1.83,0,13.9,4.87
R01,BUS018,1,4,22,0,0,16.2,636.1,3.25,0,24.5,2.84
R01,BUS007,1,3,10,0,1,14.6,2578.2,4.66,0,61.4,12.16
R02,BUS017,5,3,16,0,0,21.7,1415.3,1.38,0,11.5,4.08
R06,BUS013,11,6,16,1,0,29.6,714.5,0.0,0,16.1,0.3
R03,BUS002,3,3,12,0,0,26.4,2472.5,2.22,0,37.8,5.63
R04,BUS014,8,4,8,0,1,15.3,1099.4,5.38,0,57.5,6.64
R03,BUS011,3,3,14,0,0,8.2,3162.6,2.8,1,33.5,25.35
R04,BUS013,8,3,20,0,1,20.4,2687.6,4.68,0,86.5,8.95
R05,BUS011,5,5,13,1,0,33.8,1517.2,1.36,1,20.2,3.27
R06,BUS006,6,6,6,1,0,22.0,1044.8,2.64,1,19.6,4.87
R01,BUS012,3,5,11,1,0,30.5,2880.6,0.93,0,44.4,5.23
R05,BUS011,2,4,8,0,1,10.7,2417.9,4.08,1,53.8,16.63
R06,BUS014,1,4,20,0,1,21.3,2265.6,4.01,0,76.1,6.83
R02,BUS020,11,5,20,1,0,36.8,2319.0,2.19,2,39.0,6.27
R06,BUS023,9,1,16,0,0,22.8,1360.4,1.02,0,59.1,4.27
R05,BUS018,8,6,22,1,0,35.5,949.6,0.25,1,24.4,2.89
R04,BUS016,6,4,16,0,0,20.3,2544.3,1.6,1,28.7,7.97
R05,BUS018,8,5,7,1,0,35.1,416.6,1.08,1,11.0,0.81
R05,BUS008,3,5,19,1,0,33.0,1499.8,0.47,1,27.9,3.7
R05,BUS011,6,1,7,0,0,35.2,263.8,1.55,0,17.9,1.49
R06,BUS011,5,4,18,0,1,21.0,3012.3,5.34,1,60.7,11.9
R06,BUS021,1,0,12,0,0,17.3,1106.3,0.64,0,60.2,3.82
R04,BUS013,5,5,20,1,0,23.1,1072.8,1.63,0,19.0,2.85
R04,BUS003,7,5,22,1,0,24.3,1066.2,0.0,0,9.3,3.13
R05,BUS011,2,6,17,1,0,22.6,237.0,1.4,0,30.0,0.34
R04,BUS002,8,1,18,0,1,12.5,368.7,5.14,0,17.9,4.3
R02,BUS008,9,1,7,0,0,11.5,2186.9,0.98,1,56.2,13.66
R05,BUS005,9,0,6,0,0,17.1,1235.3,1.38,1,23.7,5.95
R02,BUS008,2,2,22,0,0,13.8,3035.3,0.26,0,49.3,13.12
R04,BUS019,1,2,7,0,0,23.6,1645.2,2.4,0,60.6,4.5
R04,BUS023,11,6,11,1,0,35.1,2678.8,1.88,0,25.1,6.13
R03,BUS015,6,0,18,0,1,16.5,3438.5,4.82,1,76.0,14.8
R02,BUS012,4,0,18,0,1,7.8,2656.2,4.85,0,87.9,22.11
R02,BUS022,3,1,5,0,0,21.9,1788.7,1.58,0,42.1,4.92
R05,BUS022,7,3,19,0,1,12.5,2619.0,3.65,1,64.0,15.04
R01,BUS006,11,3,19,0,1,15.4,2147.8,3.96,0,50.8,9.8
R04,BUS006,8,5,13,1,0,29.3,2429.0,1.03,0,10.9,5.82
R03,BUS015,5,1,5,0,0,28.4,3308.3,1.59,0,39.4,7.22
R04,BUS005,12,3,13,0,0,28.7,3432.1,1.38,0,46.6,7.72
R04,BUS022,5,2,9,0,1,10.8,938.9,2.74,1,62.1,7.6
R03,BUS015,2,4,14,0,0,21.6,2252.2,1.23,2,32.4,8.21
R06,BUS012,2,4,5,0,0,23.1,984.4,0.94,0,33.5,2.96
R05,BUS023,10,5,20,1,0,26.5,1525.4,1.74,1,12.4,5.03
R05,BUS017,7,3,10,0,1,13.2,2097.8,4.23,0,66.1,10.77
R04,BUS003,2,3,14,0,0,22.4,2092.8,1.63,0,29.3,5.72
R06,BUS019,1,1,18,0,1,14.7,1713.4,3.37,1,53.0,8.91
R06,BUS001,10,0,11,0,0,15.8,2250.0,0.18,0,53.1,8.33
R05,BUS023,5,0,8,0,1,19.6,2538.8,5.03,0,43.3,9.08
R03,BUS024,8,6,20,1,0,33.3,2476.9,1.24,1,73.7,5.81
R02,BUS004,7,1,19,0,1,17.5,1725.4,3.77,0,90.8,7.75
R01,BUS013,4,5,20,1,0,33.5,2202.8,1.66,1,12.2,5.04
R02,BUS022,6,3,15,0,0,22.0,1069.2,1.36,0,22.6,4.02
R01,BUS024,3,6,7,1,0,19.2,3184.3,2.02,0,28.4,10.76
R05,BUS003,2,6,18,1,0,31.4,347.0,2.35,0,30.7,2.03
R01,BUS005,4,3,15,0,0,20.4,1899.4,1.17,0,51.6,5.83
R03,BUS002,11,4,8,0,1,9.9,2802.7,4.63,0,77.1,18.7
R02,BUS005,9,2,11,0,0,22.8,1260.5,0.61,0,33.7,4.53
R04,BUS016,2,1,20,0,1,12.6,2561.7,5.58,0,88.1,15.28
R05,BUS017,1,5,12,1,0,23.3,1635.4,2.24,0,18.2,4.08
R04,BUS018,11,0,14,0,0,25.2,1458.2,1.5,1,25.5,4.76
R01,BUS010,11,4,13,0,0,28.1,1186.1,1.93,1,49.5,2.92
R04,BUS017,3,2,18,0,1,12.4,1311.1,4.56,1,79.1,8.0
R02,BUS008,9,4,6,0,0,25.2,3127.1,0.89,0,32.3,7.89
R04,BUS009,7,5,16,1,0,25.3,2622.2,0.84,1,12.1,8.79
R06,BUS010,7,6,6,1,0,24.5,1461.0,1.62,0,70.8,5.09
R03,BUS013,1,0,6,0,0,17.8,2494.8,0.62,0,34.7,9.33
R02,BUS020,2,4,14,0,0,22.0,1072.8,0.62,0,43.7,3.34
R03,BUS004,2,3,17,0,1,11.4,1165.6,3.51,0,66.3,6.93
R05,BUS004,5,0,5,0,0,28.9,1517.7,1.53,1,35.3,5.05
R05,BUS023,6,2,17,0,1,10.9,3066.1,6.65,0,74.1,19.73
R04,BUS017,11,4,20,0,1,11.0,564.2,4.43,2,53.9,6.62
R05,BUS022,12,6,17,1,0,33.0,2053.3,2.25,0,10.2,5.75
R04,BUS009,1,0,8,0,1,13.5,3473.6,3.93,1,63.1,16.84
R02,BUS004,1,0,12,0,0,23.7,1432.4,1.04,0,28.3,3.8
R02,BUS013,8,0,20,0,1,14.9,1221.5,5.49,0,73.6,7.43
R05,BUS015,10,6,18,1,0,27.7,743.6,1.04,1,35.5,2.79
R06,BUS007,7,4,5,0,0,19.8,2984.1,1.29,0,6.4,8.54
R01,BUS016,8,2,19,0,1,16.4,2886.4,4.73,1,70.7,14.13
R05,BUS024,8,5,15,1,0,29.5,2814.3,1.65,0,29.1,6.57
R04,BUS024,7,4,6,0,0,20.1,2514.9,2.91,0,27.3,8.65
R04,BUS001,1,6,21,1,0,29.8,656.9,0.95,0,19.5,1.66
R01,BUS023,1,0,8,0,1,18.6,1658.5,6.35,0,54.3,7.84
R01,BUS017,5,3,17,0,1,15.3,421.2,5.52,0,53.1,4.91
R03,BUS019,3,3,19,0,1,8.9,1618.6,5.36,1,74.6,13.52
R05,BUS006,7,4,8,0,1,12.6,537.9,6.33,0,69.2,5.73
R02,BUS003,9,0,11,0,0,28.6,1652.0,1.03,0,44.4,4.08
R02,BUS022,12,2,5,0,0,18.5,1062.2,2.57,0,30.7,4.07
R05,BUS022,2,4,15,0,0,26.4,362.7,1.91,1,39.4,2.41
R02,BUS012,11,4,9,0,1,17.5,652.8,5.16,1,31.4,5.86
R01,BUS021,10,0,21,0,0,20.4,2441.4,2.24,1,5.6,8.01
R01,BUS005,4,4,13,0,0,12.5,2389.7,2.63,0,30.6,12.49
R05,BUS011,2,4,20,0,1,11.0,302.7,5.07,0,69.8,4.1
R01,BUS015,10,2,12,0,0,27.2,3262.3,1.34,0,46.3,7.53
R02,BUS016,9,0,15,0,0,24.0,877.6,1.31,1,53.2,2.86
R05,BUS012,11,5,7,1,0,27.6,2403.3,1.27,0,49.3,5.32
R06,BUS023,2,6,6,1,0,35.2,2320.5,1.34,0,57.2,4.92
R01,BUS016,3,0,14,0,0,17.4,727.8,0.53,0,47.1,3.22
R06,BUS011,12,0,8,0,1,16.4,608.8,5.07,1,92.7,5.6
R03,BUS017,2,2,16,0,0,32.0,1524.6,2.22,2,33.0,5.32
R03,BUS009,3,6,16,1,0,24.5,2589.1,3.05,0,36.2,7.3
R01,BUS023,2,1,7,0,0,27.1,1153.4,3.09,0,9.3,4.01
R06,BUS019,5,1,7,0,0,19.7,2234.4,1.14,1,47.1,8.75
R05,BUS018,12,1,5,0,0,31.0,572.5,0.97,0,31.9,2.19
R02,BUS001,4,5,19,1,0,31.0,3276.9,1.75,0,53.5,6.59
R02,BUS014,11,3,15,0,0,23.8,1697.7,1.56,0,32.2,5.11
R05,BUS019,5,5,6,1,0,22.6,2284.4,0.91,1,27.8,7.54
R04,BUS010,1,1,7,0,0,15.9,532.9,3.28,1,31.5,3.21
R01,BUS017,8,0,13,0,0,19.6,1030.5,0.0,0,49.0,4.16
R01,BUS015,2,6,19,1,0,26.1,1492.6,0.66,0,12.0,3.86
R05,BUS004,6,4,10,0,1,17.5,1395.6,4.75,0,62.6,6.72
R01,BUS008,4,4,9,0,1,18.0,439.9,5.84,0,23.0,4.06
R01,BUS006,1,5,21,1,0,27.6,3385.8,2.46,1,35.0,9.4
R05,BUS005,12,4,12,0,0,23.1,3078.1,1.76,0,46.0,7.85
R03,BUS019,8,0,14,0,0,32.0,1661.5,1.42,0,26.8,3.55
R01,BUS006,2,0,7,0,0,11.3,1451.4,0.0,0,29.0,8.29
R05,BUS019,4,4,15,0,0,23.6,3396.4,1.67,0,32.6,9.17
R01,BUS003,1,0,11,0,0,25.7,1436.7,0.05,2,15.3,5.78
R03,BUS023,4,3,16,0,0,24.3,426.1,1.08,0,16.7,1.64
R01,BUS021,4,6,15,1,0,28.4,457.5,1.59,0,37.4,1.89
R02,BUS015,3,3,11,0,0,28.8,905.9,1.88,0,48.1,2.48
R02,BUS021,10,1,7,0,0,21.8,3440.2,3.02,0,18.1,10.02
R03,BUS006,12,1,13,0,0,22.6,1595.5,1.58,1,24.9,4.29
R05,BUS003,7,4,14,0,0,21.7,227.4,1.86,2,38.9,2.73
R04,BUS019,7,1,5,0,0,18.2,3452.6,1.26,0,56.9,11.89
R05,BUS024,5,6,5,1,0,34.8,2384.3,1.39,0,43.4,4.01
R01,BUS019,6,0,14,0,0,9.6,3351.6,1.44,0,33.3,22.4
R02,BUS011,9,3,13,0,0,23.4,2208.7,1.26,0,46.6,5.87
R05,BUS005,3,4,8,0,1,14.8,1139.8,5.26,0,68.5,7.81
R02,BUS010,9,3,19,0,1,8.3,1815.6,4.83,1,73.5,15.77
R01,BUS019,11,0,14,0,0,19.7,3075.2,2.36,0,36.9,9.58
R02,BUS016,1,2,5,0,0,15.2,1202.7,1.64,0,61.5,5.84
R05,BUS020,12,2,19,0,1,8.0,1091.3,3.7,0,79.8,10.33
R05,BUS013,5,0,10,0,1,23.2,2946.3,4.19,0,41.2,9.54
R04,BUS008,8,1,10,0,1,14.1,1075.3,4.13,0,49.0,6.44
R04,BUS001,12,4,22,0,0,21.2,1721.5,2.66,0,39.3,6.78
R04,BUS001,2,5,7,1,0,34.0,3401.2,1.99,0,9.2,7.44
R04,BUS012,4,6,22,1,0,16.8,2436.6,2.33,0,34.0,9.23
R02,BUS007,6,1,20,0,1,12.3,251.9,4.97,0,83.6,3.23
R05,BUS005,2,2,6,0,0,25.6,510.1,1.67,0,52.0,2.13
R04,BUS011,11,5,11,1,0,34.2,1210.0,2.31,1,32.4,2.88
R06,BUS013,3,1,9,0,1,19.8,720.4,5.07,0,69.8,4.2
R04,BUS001,6,4,19,0,1,12.8,1732.9,5.42,1,48.2,10.59
R01,BUS004,5,0,17,0,1,10.6,377.2,4.64,0,83.8,4.54
R04,BUS020,7,2,9,0,1,8.2,2235.2,5.72,0,55.5,19.23
R05,BUS024,4,6,12,1,0,22.9,1578.4,1.55,2,49.5,5.9
R05,BUS009,11,2,6,0,0,30.6,1462.3,0.79,1,45.5,4.11
R06,BUS005,1,6,10,1,0,19.4,629.6,2.34,0,5.0,3.38
R05,BUS019,5,0,7,0,0,29.2,437.2,2.34,0,17.7,2.27
R03,BUS010,10,1,22,0,0,19.2,303.8,2.94,0,9.4,2.39
R03,BUS006,4,3,8,0,1,22.8,2908.2,4.17,1,51.7,9.49
R02,BUS017,8,5,5,1,0,30.0,646.7,0.67,0,25.5,0.97
R06,BUS009,6,0,9,0,1,13.7,2097.9,6.38,0,66.0,11.3
R04,BUS005,10,6,11,1,0,29.9,2558.5,1.54,0,46.7,5.09
R02,BUS018,8,1,16,0,0,20.1,793.5,0.08,0,46.6,1.88
R05,BUS010,4,1,7,0,0,28.0,2190.9,2.54,0,50.0,5.44
R01,BUS010,8,0,6,0,0,19.0,511.1,1.59,0,22.6,2.86
R06,BUS008,5,4,18,0,1,11.6,2605.1,6.17,0,77.3,15.97
R03,BUS022,11,5,19,1,0,35.7,1609.8,1.98,0,43.9,4.0
R01,BUS015,4,1,20,0,1,17.3,1054.3,5.76,0,62.9,6.06
R03,BUS014,6,6,18,1,0,23.7,2313.4,1.39,1,22.3,7.19
R04,BUS009,5,3,16,0,0,24.3,3193.5,1.67,1,38.9,10.04
R02,BUS024,11,2,6,0,0,22.6,3380.5,2.08,0,57.9,10.03
R01,BUS017,10,5,12,1,0,28.3,512.7,1.44,1,44.5,2.92
R04,BUS017,5,3,18,0,1,11.4,3086.1,4.14,0,46.5,19.01
R05,BUS020,8,2,16,0,0,17.6,1053.9,1.11,1,61.7,5.6
R06,BUS006,6,2,22,0,0,25.6,854.7,2.66,0,34.3,2.94
R01,BUS019,11,2,22,0,0,17.7,1385.5,1.06,1,33.5,6.2
R03,BUS022,1,4,15,0,0,15.3,1459.6,0.97,0,60.1,6.0
R02,BUS024,6,6,10,1,0,36.2,559.0,1.36,0,31.7,0.96
R05,BUS005,3,3,9,0,1,9.1,3442.0,4.6,0,45.6,24.84
R06,BUS020,12,0,19,0,1,10.6,845.8,4.78,0,58.5,6.03
R04,BUS020,3,3,7,0,0,21.7,2470.8,1.95,0,41.2,7.45
R04,BUS015,3,0,5,0,0,35.6,707.7,0.26,0,43.9,1.93
R01,BUS003,11,6,10,1,0,30.5,886.0,2.47,0,25.1,2.06
R05,BUS021,10,2,12,0,0,29.6,3015.3,0.97,0,30.8,7.24
R03,BUS009,9,0,5,0,0,21.6,448.7,1.94,0,43.3,3.21
R02,BUS016,4,1,18,0,1,9.9,2024.8,4.98,0,45.8,13.61
R06,BUS019,1,2,21,0,0,17.8,1908.2,1.29,0,56.8,8.08
R01,BUS008,6,3,20,0,1,14.0,3393.2,5.96,0,56.4,17.01
R05,BUS015,6,4,18,0,1,16.5,3229.8,3.87,0,75.4,12.18
R06,BUS023,12,1,9,0,1,11.9,386.8,4.34,0,52.7,4.22
R01,BUS019,5,1,17,0,1,13.6,3118.8,4.33,1,42.4,16.75
R03,BUS007,10,6,21,1,0,25.6,3147.4,1.91,0,28.7,7.24
R03,BUS014,7,6,21,1,0,26.4,1860.8,1.62,0,42.9,4.42
R02,BUS019,4,6,12,1,0,26.9,3007.0,0.99,1,29.7,7.42
R03,BUS010,11,5,18,1,0,31.0,563.9,1.37,0,29.9,2.2
R01,BUS007,2,2,14,0,0,24.4,840.0,1.23,1,22.3,3.73
R03,BUS004,12,4,13,0,0,22.7,2307.8,2.45,0,35.9,7.29
R02,BUS018,11,6,18,1,0,26.0,2283.6,0.27,0,17.8,5.89
R06,BUS007,1,0,11,0,0,10.2,2424.0,2.76,0,30.9,16.1
R04,BUS009,8,4,16,0,0,23.2,2327.6,0.48,2,46.8,8.23
R03,BUS003,6,5,16,1,0,21.0,2526.6,1.0,0,17.2,7.44
R05,BUS004,8,0,22,0,0,20.9,2751.4,0.9,0,38.3,7.22
R01,BUS024,10,3,22,0,0,27.8,3336.8,1.86,0,23.4,7.63
R04,BUS015,11,5,7,1,0,30.7,526.8,2.66,0,39.2,2.29
R05,BUS024,2,0,17,0,1,12.2,379.9,3.4,0,50.6,2.85
R01,BUS010,1,6,10,1,0,28.7,3199.8,0.28,0,64.7,5.88
R05,BUS004,9,5,8,1,0,30.3,2360.9,1.66,0,43.4,5.5
R01,BUS007,4,1,19,0,1,10.2,2064.0,5.52,0,71.3,13.64
R02,BUS005,1,5,8,1,0,24.0,3294.8,0.32,0,40.0,8.03
R02,BUS023,1,6,7,1,0,27.1,349.3,1.38,1,36.8,1.4
R03,BUS017,5,4,19,0,1,15.0,1505.7,3.94,0,27.6,8.33
R03,BUS024,9,5,9,1,0,30.7,2268.4,1.55,0,48.9,3.92
R02,BUS013,5,4,21,0,0,19.9,3286.0,2.34,0,60.5,12.04
R01,BUS016,4,6,6,1,0,24.1,705.2,2.54,0,30.5,2.4
R02,BUS015,7,2,15,0,0,24.1,689.4,2.19,0,34.4,2.29
R04,BUS009,3,5,6,1,0,22.8,2713.1,2.13,0,12.6,7.54
R03,BUS010,12,1,10,0,1,15.8,2190.5,4.44,0,94.0,9.56
R01,BUS004,2,3,21,0,0,27.3,975.3,2.26,0,20.2,2.75
R01,BUS022,11,6,12,1,0,21.7,1656.5,0.71,0,28.3,4.71
R06,BUS018,8,6,13,1,0,33.9,2664.3,0.52,0,42.9,4.98
R03,BUS011,10,3,18,0,1,12.0,3045.5,4.24,0,88.5,17.37
R03,BUS010,2,3,17,0,1,12.1,3174.9,4.15,0,86.4,17.25
R05,BUS014,8,4,19,0,1,14.8,1162.0,3.74,0,48.7,5.8
R01,BUS023,7,1,14,0,0,22.9,1905.4,0.32,1,58.1,6.67
R04,BUS002,11,5,8,1,0,33.7,665.2,2.16,0,30.6,1.93
R03,BUS002,9,6,17,1,0,22.3,2615.9,2.27,0,31.9,8.3
R02,BUS003,6,2,13,0,0,21.2,2350.2,2.51,0,30.1,7.72
R01,BUS013,10,4,20,0,1,7.5,1223.1,4.03,1,63.8,12.03
R04,BUS008,3,4,6,0,0,22.3,852.0,0.0,1,44.1,2.81
R04,BUS017,9,5,9,1,0,26.1,3491.4,2.07,0,12.0,8.1
R02,BUS020,4,4,20,0,1,13.6,2991.7,6.09,1,53.3,17.71
R01,BUS017,7,1,10,0,1,13.2,2293.7,5.1,0,57.8,13.44
R04,BUS017,11,4,20,0,1,19.1,2512.6,5.67,0,83.1,8.87
R04,BUS013,12,2,13,0,0,18.9,2010.8,1.48,0,27.7,5.64
R02,BUS012,9,1,19,0,1,12.9,2733.4,5.62,2,83.2,17.31
R01,BUS001,5,5,9,1,0,29.7,1716.1,1.9,1,43.4,4.7
R04,BUS018,5,1,17,0,1,16.6,671.3,4.19,0,65.2,4.1
R05,BUS021,6,5,5,1,0,18.6,1480.5,1.44,1,57.5,5.69
R05,BUS006,8,6,22,1,0,25.9,2101.6,1.86,1,48.4,6.49
R05,BUS015,2,6,10,1,0,25.6,263.5,0.61,1,49.0,2.7
R02,BUS012,4,0,6,0,0,23.6,1660.2,0.61,0,29.7,3.23
R05,BUS021,9,3,8,0,1,16.2,2088.5,4.53,0,50.9,9.66
R06,BUS014,3,5,13,1,0,25.4,3025.1,0.91,0,22.2,8.38
R04,BUS006,2,4,19,0,1,16.7,2539.5,4.06,0,66.4,11.2
R03,BUS022,7,3,10,0,1,7.5,1833.3,6.94,1,51.9,17.64
R03,BUS010,6,1,17,0,1,14.8,2042.3,5.17,0,52.5,10.4
R05,BUS004,9,3,14,0,0,23.5,3447.7,1.29,0,13.6,8.89
R02,BUS006,2,1,5,0,0,23.7,2383.7,1.98,0,23.1,6.64
R04,BUS018,1,6,13,1,0,29.4,373.8,0.66,0,33.6,0.78
R01,BUS021,6,4,16,0,0,14.7,1535.4,1.2,0,35.7,7.2
R04,BUS012,11,2,6,0,0,17.5,3396.6,1.86,0,44.6,11.96
R02,BUS002,1,3,6,0,0,26.6,3188.4,2.78,0,37.5,7.99
R01,BUS008,8,0,10,0,1,20.0,1822.3,4.2,0,88.0,5.91
R05,BUS019,11,1,16,0,0,19.6,1814.6,1.74,0,6.6,6.15
R04,BUS022,10,6,11,1,0,25.1,1546.2,1.5,1,53.8,5.8
R04,BUS016,10,2,9,0,1,13.6,2424.3,4.24,0,47.3,12.12
R06,BUS002,12,2,6,0,0,20.1,2426.4,2.03,0,67.1,9.11
R04,BUS016,7,2,15,0,0,22.5,926.3,0.32,0,32.0,2.53
R05,BUS008,5,5,11,1,0,26.7,285.7,1.1,2,5.0,3.65
R05,BUS014,9,2,6,0,0,23.0,3306.0,1.66,0,26.5,9.6
R05,BUS016,8,1,19,0,1,15.7,1818.6,4.14,0,63.5,8.74
R05,BUS015,4,2,9,0,1,21.5,3055.1,3.71,1,72.9,10.57
R06,BUS009,8,5,20,1,0,26.4,203.7,2.03,0,24.1,0.63
R03,BUS020,2,2,22,0,0,16.2,537.3,1.22,0,14.0,2.23
R06,BUS014,9,0,18,0,1,16.7,3356.5,5.71,0,59.3,14.22
R05,BUS013,1,6,11,1,0,23.7,1252.2,2.05,0,20.9,3.49
R01,BUS011,2,1,22,0,0,19.7,1282.7,1.87,0,34.8,4.46
R01,BUS002,1,0,14,0,0,22.9,1817.4,0.86,1,39.4,5.06
R04,BUS018,10,2,16,0,0,17.8,992.9,0.52,0,20.3,3.95
R03,BUS003,6,1,22,0,0,17.7,1127.4,0.92,0,38.0,3.98
R03,BUS017,10,6,16,1,0,21.8,3295.6,1.88,0,51.4,10.0
R06,BUS015,12,5,13,1,0,20.4,619.8,0.95,0,38.3,2.04
R03,BUS002,3,5,13,1,0,23.7,2143.8,0.8,0,22.5,5.95
R06,BUS004,9,3,20,0,1,8.3,1510.6,5.44,0,29.3,12.66
R01,BUS023,12,0,21,0,0,17.1,2416.8,1.36,0,23.2,9.45
R03,BUS012,3,6,21,1,0,29.1,1447.9,1.3,1,25.8,4.61
R01,BUS021,7,2,13,0,0,9.5,3069.2,2.03,0,19.2,19.54
R03,BUS023,8,4,9,0,1,16.9,247.1,3.54,0,70.7,3.57
R05,BUS021,4,0,15,0,0,23.7,1341.7,1.61,0,66.4,3.77
R05,BUS010,6,3,21,0,0,25.2,244.4,0.68,1,27.5,2.09
R04,BUS002,1,2,15,0,0,25.8,605.0,1.03,0,35.9,2.57
R03,BUS002,9,2,12,0,0,25.3,358.2,2.83,0,59.2,2.07
R01,BUS021,5,4,20,0,1,12.8,902.9,4.4,0,46.8,7.08
R05,BUS016,5,3,10,0,1,9.4,279.3,5.48,0,76.3,3.75
R03,BUS004,9,1,17,0,1,12.0,697.4,4.79,0,68.1,5.33
R02,BUS007,4,0,20,0,1,12.2,3492.4,5.18,0,45.0,20.03
R03,BUS001,4,0,12,0,0,14.6,2128.9,1.27,0,52.0,9.94
R02,BUS003,11,5,6,1,0,31.6,2655.7,2.49,0,28.0,6.1
R06,BUS010,3,4,20,0,1,21.5,2962.3,5.39,0,78.0,11.53
R05,BUS006,3,6,8,1,0,27.0,439.4,1.45,0,24.7,1.0
R06,BUS003,11,1,12,0,0,21.0,2808.4,2.1,0,40.8,8.86
R05,BUS013,10,0,10,0,1,14.7,1311.6,4.27,0,63.9,7.42
R02,BUS014,6,4,9,0,1,15.7,1357.3,3.89,0,84.1,6.55
R02,BUS016,1,5,13,1,0,31.3,1153.1,0.0,0,25.2,2.33
R06,BUS003,4,4,10,0,1,9.3,832.6,6.25,0,43.9,8.14
R05,BUS014,5,5,21,1,0,27.0,684.1,1.65,1,64.4,1.74
R05,BUS018,8,2,13,0,0,22.9,1671.0,0.2,0,39.4,5.06
R02,BUS017,4,3,13,0,0,25.4,598.4,0.0,0,26.0,1.08
R04,BUS006,4,4,21,0,0,12.5,788.0,1.93,0,77.6,3.48
R05,BUS008,1,0,6,0,0,17.5,2508.0,2.31,0,24.5,10.11
R05,BUS018,3,1,15,0,0,21.3,813.6,0.0,0,34.1,1.83
R06,BUS002,1,2,20,0,1,9.6,1694.2,5.04,2,60.8,13.61
R05,BUS013,4,5,21,1,0,23.1,1919.6,0.83,1,30.5,5.54
R06,BUS016,6,5,8,1,0,30.2,3126.3,2.83,0,82.2,8.27
R03,BUS011,5,6,13,1,0,29.2,3257.6,1.23,0,39.7,7.38
R02,BUS010,3,0,6,0,0,20.5,2453.3,2.07,1,28.0,8.54
R01,BUS021,8,6,8,1,0,26.3,1240.1,2.18,0,13.6,2.31
R04,BUS013,4,0,11,0,0,28.8,401.8,1.46,0,46.7,1.98
R05,BUS024,1,3,18,0,1,18.4,2321.0,4.9,1,60.7,10.85
R03,BUS006,3,2,15,0,0,26.3,1812.1,0.0,0,54.3,5.85
R02,BUS017,9,5,10,1,0,37.3,1259.3,2.69,0,53.5,2.68
R02,BUS004,10,2,12,0,0,14.7,3114.3,1.36,1,30.2,14.29
R04,BUS013,3,5,11,1,0,32.7,1893.6,1.36,0,44.0,4.05
R04,BUS020,6,3,14,0,0,21.3,700.5,0.86,1,54.3,3.01
R03,BUS023,11,2,11,0,0,20.5,400.6,2.0,0,16.7,1.8
R01,BUS001,4,6,18,1,0,35.2,817.3,1.46,0,39.2,2.46
R01,BUS009,8,1,6,0,0,18.4,2474.8,2.13,1,45.7,10.02
R05,BUS003,1,1,22,0,0,32.7,798.4,1.23,0,27.1,1.62
R01,BUS012,9,4,13,0,0,29.4,2357.5,1.24,0,52.7,6.41
R03,BUS017,8,5,22,1,0,26.5,636.5,1.14,0,36.3,2.2
R01,BUS020,6,1,19,0,1,12.7,1271.1,4.77,1,61.3,7.99
R05,BUS004,2,6,19,1,0,24.4,1096.6,1.29,0,48.6,3.46
R06,BUS015,9,2,7,0,0,24.8,2758.3,1.41,1,27.1,8.6
R05,BUS002,3,2,9,0,1,14.5,317.6,5.54,0,69.0,3.36
